PLZ,Ort,Kanton
1966,Signèse (Ayent),Wallis
1966,Fortunau (Ayent),Wallis
1966,Luc (Ayent),Wallis
1966,St-Romain (Ayent),Wallis
1966,Saxonne (Ayent),Wallis
1966,Villa (Ayent),Wallis
1966,La Place (Ayent),Wallis
1966,Botyre (Ayent),Wallis
1966,Blignoud (Ayent),Wallis
1966,Argnoud (Ayent),Wallis
1967,Bramois,Wallis
1968,Mase,Wallis
1969,Liez (St-Martin),Wallis
1969,Trogne (St-Martin),Wallis
1969,Suen (St-Martin),Wallis
1969,Eison (St.Martin),Wallis
1969,St-Martin VS,Wallis
1971,Champlan (Grimisuat),Wallis
1971,Coméraz (Grimisuat),Wallis
1971,Grimisuat,Wallis
1972,Anzère,Wallis
1973,Nax,Wallis
1974,Arbaz,Wallis
1975,St-Séverin,Wallis
1976,Aven,Wallis
1976,Daillon,Wallis
1976,Erde,Wallis
1977,Icogne,Wallis
1978,Lens,Wallis
1981,Vex,Wallis
1982,Euseigne,Wallis
1983,Lana (Evolène),Wallis
1983,Evolène,Wallis
1984,Les Haudères,Wallis
1985,La Sage,Wallis
1986,Arolla,Wallis
1987,Mâche,Wallis
1987,Hérémence,Wallis
1988,Les Collons,Wallis
1988,Thyon,Wallis
1991,Arvillard (Salins),Wallis
1991,Pravidondaz (Salins),Wallis
1991,Turin (Salins),Wallis
1991,Misériez (Salins),Wallis
1991,Salins,Wallis
1992,Les Agettes,Wallis
1992,Les Mayens-de-Sion,Wallis
1992,La Vernaz (Les Agettes),Wallis
1992,Crête-à-l'Oeil(Les Agettes),Wallis
1993,Clèbes (Nendaz),Wallis
1993,Veysonnaz,Wallis
1994,Aproz (Nendaz),Wallis
1996,Fey (Nendaz),Wallis
1996,Beuson (Nendaz),Wallis
1996,Baar (Nendaz),Wallis
1996,Brignon (Nendaz),Wallis
1996,Bioley-de-Brignon (Nendaz),Wallis
1996,Bieudron (Nendaz),Wallis
1996,Condémines (Nendaz),Wallis
1996,Saclentz (Nendaz),Wallis
1996,Basse-Nendaz,Wallis
1997,Siviez (Nendaz),Wallis
1997,Haute-Nendaz,Wallis
2000,Neuchâtel,Neuenburg
2012,Auvernier,Neuenburg
2013,Colombier NE,Neuenburg
2014,Bôle,Neuenburg
2015,Areuse,Neuenburg
2016,Cortaillod,Neuenburg
2017,Boudry,Neuenburg
2019,Chambrelien,Neuenburg
2019,Rochefort,Neuenburg
2022,Bevaix,Neuenburg
2023,Gorgier,Neuenburg
2024,St-Aubin-Sauges,Neuenburg
2025,Chez-le-Bart,Neuenburg
2027,Montalchez,Neuenburg
2027,Fresens,Neuenburg
2028,Vaumarcus,Neuenburg
2034,Peseux,Neuenburg
2035,Corcelles NE,Neuenburg
2036,Cormondrèche,Neuenburg
2037,Montmollin,Neuenburg
2037,Montezillon,Neuenburg
2042,Valangin,Neuenburg
2043,Boudevilliers,Neuenburg
2046,Fontaines NE,Neuenburg
2052,La Vue-des-Alpes,Neuenburg
2052,Fontainemelon,Neuenburg
2053,Cernier,Neuenburg
2054,Les Vieux-Prés,Neuenburg
2054,Chézard-St-Martin,Neuenburg
2056,Dombresson,Neuenburg
2057,Villiers,Neuenburg
2058,Le Pâquier NE,Neuenburg
2063,Engollon,Neuenburg
2063,Fenin,Neuenburg
2063,Saules,Neuenburg
2063,Vilars NE,Neuenburg
2065,Savagnier,Neuenburg
2067,Chaumont,Neuenburg
2068,Hauterive NE,Neuenburg
2072,St-Blaise,Neuenburg
2073,Enges,Neuenburg
2074,Marin-Epagnier,Neuenburg
2075,Thielle,Neuenburg
2075,Wavre,Neuenburg
2087,Cornaux NE,Neuenburg
2088,Cressier NE,Neuenburg
2103,Noiraigue,Neuenburg
2105,Travers,Neuenburg
2108,Couvet,Neuenburg
2112,Môtiers NE,Neuenburg
2113,Boveresse,Neuenburg
2114,Fleurier,Neuenburg
2115,Buttes,Neuenburg
2116,Mont-de-Buttes,Neuenburg
2117,La Côte-aux-Fées,Neuenburg
2123,St-Sulpice NE,Neuenburg
2124,Les Sagnettes,Neuenburg
2126,Les Verrières,Neuenburg
2127,Les Bayards,Neuenburg
2149,Champ-du-Moulin,Neuenburg
2149,Fretereules,Neuenburg
2149,Brot-Dessous,Neuenburg
2206,Les Geneveys-sur-Coffrane,Neuenburg
2207,Coffrane,Neuenburg
2208,Les Hauts-Geneveys,Neuenburg
2300,La Chaux-de-Fonds,Neuenburg
2300,La Cibourg,Neuenburg
2314,La Sagne NE,Neuenburg
2316,Petit-Martel,Neuenburg
2316,Les Ponts-de-Martel,Neuenburg
2318,Brot-Plamboz,Neuenburg
2322,Le Crêt-du-Locle,Neuenburg
2325,Les Planchettes,Neuenburg
2325,Les Joux-Derrière,Neuenburg
2333,La Cibourg,Bern
2333,La Ferrière,Bern
2336,Les Bois,Jura
2338,Les Emibois,Jura
2338,Muriaux,Jura
2340,Le Noirmont,Jura
2345,Le Cerneux-Veusil,Jura
2345,La Chaux-des-Breuleux,Jura
2345,Les Breuleux,Jura
2350,Saignelégier,Jura
2353,Les Pommerats,Jura
2354,Goumois,Jura
2360,Le Bémont,Jura
2362,Montfavergier,Jura
2362,Montfaucon,Jura
2363,Les Enfers,Jura
2364,St-Brais,Jura
2400,Le Prévoux,Neuenburg
2400,Le Locle,Neuenburg
2405,La Chaux-du-Milieu,Neuenburg
2406,Le Brouillet,Neuenburg
2406,Les Taillères,Neuenburg
2406,La Châtagne,Neuenburg
2406,La Brévine,Neuenburg
2414,Le Cerneux-Péquignot,Neuenburg
2416,Les Brenets,Neuenburg
2500,Biel/Bienne,Bern
2502,Biel/Bienne,Bern
2503,Biel/Bienne,Bern
2504,Biel/Bienne,Bern
2505,Biel/Bienne,Bern
2512,Tüscherz-Alfermée,Bern
2513,Twann,Bern
2514,Ligerz,Bern
2515,Prêles,Bern
2516,Lamboing,Bern
2517,Diesse,Bern
2518,Nods,Bern
2520,La Neuveville,Bern
2523,Lignières,Neuenburg
2525,Le Landeron,Neuenburg
2532,Magglingen/Macolin,Bern
2533,Evilard,Bern
2534,Les Prés-d'Orvin,Bern
2534,Orvin,Bern
2535,Frinvillier,Bern
2536,Plagne,Bern
2537,Vauffelin,Bern
2538,Romont BE,Bern
2540,Grenchen,Solothurn
2542,Pieterlen,Bern
2543,Lengnau BE,Bern
2544,Bettlach,Solothurn
2545,Selzach,Solothurn
2552,Orpund,Bern
2553,Safnern,Bern
2554,Meinisberg,Bern
2555,Brügg BE,Bern
2556,Scheuren,Bern
2556,Schwadernau,Bern
2557,Studen BE,Bern
2558,Aegerten,Bern
2560,Nidau,Bern
2562,Port,Bern
2563,Ipsach,Bern
2564,Bellmund,Bern
2565,Jens,Bern
2572,Mörigen,Bern
2572,Sutz,Bern
2575,Hagneck,Bern
2575,Gerolfingen,Bern
2575,Täuffelen,Bern
2576,Lüscherz,Bern
2577,Finsterhennen,Bern
2577,Siselen BE,Bern
2603,Péry,Bern
2604,La Heutte,Bern
2605,Sonceboz-Sombeval,Bern
2606,Corgémont,Bern
2607,Cortébert,Bern
2608,Montagne-de-Courtelary,Bern
2608,Courtelary,Bern
2610,Mont-Soleil,Bern
2610,Mont-Crosin,Bern
2610,Les Pontins,Bern
2610,St-Imier,Bern
2612,Cormoret,Bern
2613,Villeret,Bern
2615,Montagne-de-Sonvilier,Bern
2615,Sonvilier,Bern
2616,La Cibourg,Bern
2616,Renan BE,Bern
2710,Tavannes,Bern
2712,Le Fuet,Bern
2713,Bellelay,Bern
2714,Le Prédame,Jura
2714,Les Genevez JU,Jura
2715,Monible,Bern
2715,Châtelat,Bern
2716,Sornetan,Bern
2717,Fornet-Dessous,Bern
2717,Rebévelier,Bern
2718,Fornet-Dessus,Jura
2718,Lajoux JU,Jura
2720,La Tanne,Bern
2720,Tramelan,Bern
2722,Les Reussilles,Bern
2723,Mont-Tramelan,Bern
2732,Saicourt,Bern
2732,Saules BE,Bern
2732,Loveresse,Bern
2732,Reconvilier,Bern
2733,Pontenet,Bern
2735,Bévilard,Bern
2735,Champoz,Bern
2735,Malleray,Bern
2736,Sorvilier,Bern
2738,Court,Bern
2740,Moutier,Bern
2742,Perrefitte,Bern
2743,Eschert,Bern
2744,Belprahon,Bern
2745,Grandval,Bern
2746,Crémines,Bern
2747,Seehof,Bern
2747,Corcelles BE,Bern
2748,Souboz,Bern
2748,Les Ecorcheresses,Bern
2762,Roches BE,Bern
2800,Delémont,Jura
2802,Develier,Jura
2803,Bourrignon,Jura
2805,Soyhières,Jura
2806,Mettembert,Jura
2807,Lucelle,Jura
2807,Pleigne,Jura
2812,Movelier,Jura
2813,Ederswiler,Jura
2814,Roggenburg,Basel-Landschaft
2822,Courroux,Jura
2823,Courcelon,Jura
2824,Vicques,Jura
2825,Courchapoix,Jura
2826,Corban,Jura
2827,Schelten,Bern
2827,Mervelier,Jura
2828,Montsevelier,Jura
2829,Vermes,Jura
2830,Vellerat,Jura
2830,Courrendlin,Jura
2832,Rebeuvelier,Jura
2842,Rossemaison,Jura
2843,Châtillon JU,Jura
2852,Courtételle,Jura
2853,Courfaivre,Jura
2854,Bassecourt,Jura
2855,Glovelier,Jura
2856,Boécourt,Jura
2857,Montavon,Jura
2863,Undervelier,Jura
2864,Soulce,Jura
2873,Saulcy,Jura
2874,Montfavergier,Jura
2874,St-Brais,Jura
2875,Les Enfers,Jura
2875,Montfaucon,Jura
2877,Le Bémont JU,Jura
2882,St-Ursanne,Jura
2883,Montmelon,Jura
2884,Montenol,Jura
2885,Epauvillers,Jura
2886,Epiquerez,Jura
2887,Soubey,Jura
2888,Seleute,Jura
2889,Ocourt,Jura
2900,Porrentruy,Jura
2902,Fontenais,Jura
2903,Villars-sur Fontenais,Jura
2904,Bressaucourt,Jura
2905,Courtedoux,Jura
2906,Chevenez,Jura
2907,Rocourt,Jura
2908,Grandfontaine,Jura
2912,Roche-d'Or,Jura
2912,Réclère,Jura
2914,Damvant,Jura
2915,Bure,Jura
2916,Fahy,Jura
2922,Courchavon,Jura
2923,Courtemaîche,Jura
2924,Montignez,Jura
2925,Buix,Jura
2926,Boncourt,Jura
2932,Coeuve,Jura
2933,Damphreux,Jura
2933,Lugnez,Jura
2935,Beurnevésin,Jura
2942,Alle,Jura
2943,Vendlincourt,Jura
2944,Bonfol,Jura
2946,Miécourt,Jura
2947,Charmoille,Jura
2950,Courtemautruy,Jura
2950,Courgenay,Jura
2952,Cornol,Jura
2953,Fregiécourt,Jura
2953,Pleujouse,Jura
2954,Asuel,Jura
3000,Bern,Bern
3004,Bern,Bern
3005,Bern,Bern
3006,Bern,Bern
3007,Bern,Bern
3008,Bern,Bern
3010,Bern,Bern
3011,Bern,Bern
3012,Bern,Bern
3013,Bern,Bern
3014,Bern,Bern
3015,Bern,Bern
3018,Bern,Bern
3019,Bern,Bern
3020,Bern,Bern
3027,Bern,Bern
3032,Hinterkappelen,Bern
3033,Wohlen b. Bern,Bern
3034,Murzelen,Bern
3035,Frieswil,Bern
3036,Detligen,Bern
3037,Herrenschwanden,Bern
3038,Kirchlindach,Bern
3042,Ortschwaben,Bern
3043,Uettligen,Bern
3044,Innerberg,Bern
3045,Meikirch,Bern
3046,Wahlendorf,Bern
3047,Bremgarten b. Bern,Bern
3048,Worblaufen,Bern
3049,Säriswil,Bern
3052,Zollikofen,Bern
3053,Deisswil b. Münchenbuchsee,Bern
3053,Diemerswil,Bern
3053,Wiggiswil,Bern
3053,Lätti,Bern
3053,Münchenbuchsee,Bern
3054,Schüpfen,Bern
3063,Ittigen,Bern
3065,Bolligen,Bern
3066,Stettlen,Bern
3067,Boll,Bern
3068,Utzigen,Bern
3072,Ostermundigen,Bern
3073,Gümligen,Bern
3074,Muri b. Bern,Bern
3075,Rüfenacht BE,Bern
3076,Worb,Bern
3077,Enggistein,Bern
3078,Richigen,Bern
3082,Schlosswil,Bern
3083,Trimstein,Bern
3084,Wabern,Bern
3086,Englisberg,Bern
3086,Zimmerwald,Bern
3087,Niedermuhlern,Bern
3088,Oberbütschel,Bern
3088,Rüeggisberg,Bern
3089,Hinterfultigen,Bern
3095,Spiegel b. Bern,Bern
3096,Oberbalm,Bern
3097,Liebefeld,Bern
3098,Köniz,Bern
3098,Schliern b. Köniz,Bern
3099,Rüti b. Riggisberg,Bern
3110,Münsingen,Bern
3111,Tägertschi,Bern
3112,Allmendingen b. Bern,Bern
3113,Rubigen,Bern
3114,Wichtrach,Bern
3115,Gerzensee,Bern
3116,Mühledorf BE,Bern
3116,Noflen BE,Bern
3116,Kirchdorf BE,Bern
3122,Kehrsatz,Bern
3123,Belp,Bern
3124,Belpberg,Bern
3125,Toffen,Bern
3126,Gelterfingen,Bern
3126,Kaufdorf,Bern
3127,Lohnstorf,Bern
3127,Mühlethurnen,Bern
3128,Kirchenthurnen,Bern
3128,Rümligen,Bern
3132,Riggisberg,Bern
3144,Gasel,Bern
3145,Niederscherli,Bern
3147,Mittelhäusern,Bern
3148,Lanzenhäusern,Bern
3150,Schwarzenburg,Bern
3152,Mamishaus,Bern
3153,Rüschegg Gambach,Bern
3154,Rüschegg Heubach,Bern
3155,Helgisried-Rohrbach,Bern
3156,Riffenmatt,Bern
3157,Milken,Bern
3158,Guggisberg,Bern
3159,Riedstätt,Bern
3172,Niederwangen b. Bern,Bern
3173,Oberwangen b. Bern,Bern
3174,Thörishaus,Bern
3175,Flamatt,Freiburg
3176,Neuenegg,Bern
3177,Laupen BE,Bern
3178,Bösingen,Freiburg
3179,Kriechenwil,Bern
3182,Ueberstorf,Freiburg
3183,Albligen,Bern
3184,Wünnewil,Freiburg
3185,Schmitten FR,Freiburg
3186,Düdingen,Freiburg
3202,Frauenkappelen,Bern
3203,Mühleberg,Bern
3204,Rosshäusern,Bern
3205,Gümmenen,Bern
3206,Rizenbach,Bern
3206,Ferenbalm,Bern
3206,Biberen,Bern
3206,Gammen,Bern
3206,Wallenbuch,Freiburg
3207,Wileroltigen,Bern
3207,Golaten,Bern
3208,Gurbrü,Bern
3210,Kerzers,Freiburg
3212,Kleingurmels,Freiburg
3212,Gurmels,Freiburg
3213,Liebistorf,Freiburg
3213,Kleinbösingen,Freiburg
3214,Ulmiz,Freiburg
3215,Gempenach,Freiburg
3215,Büchslen,Freiburg
3215,Lurtigen,Freiburg
3216,Agriswil,Freiburg
3216,Ried b. Kerzers,Freiburg
3225,Müntschemier,Bern
3226,Treiten,Bern
3232,Ins,Bern
3233,Tschugg,Bern
3234,Vinelz,Bern
3235,Erlach,Bern
3236,Gampelen,Bern
3237,Brüttelen,Bern
3238,Gals,Bern
3250,Lyss,Bern
3251,Ruppoldsried,Bern
3251,Wengi b. Büren,Bern
3252,Worben,Bern
3253,Schnottwil,Solothurn
3254,Balm b. Messen,Solothurn
3254,Messen,Solothurn
3255,Rapperswil BE,Bern
3256,Dieterswil,Bern
3256,Bangerten b. Dieterswil,Bern
3256,Seewil,Bern
3257,Ammerzwil BE,Bern
3257,Grossaffoltern,Bern
3262,Suberg,Bern
3263,Büetigen,Bern
3264,Diessbach b. Büren,Bern
3266,Wiler b. Seedorf,Bern
3267,Seedorf BE,Bern
3268,Lobsigen,Bern
3270,Aarberg,Bern
3271,Radelfingen b. Aarberg,Bern
3272,Epsach,Bern
3272,Walperswil,Bern
3273,Kappelen,Bern
3274,Hermrigen,Bern
3274,Bühl b. Aarberg,Bern
3274,Merzligen,Bern
3280,Meyriez,Freiburg
3280,Greng,Freiburg
3280,Murten,Freiburg
3282,Bargen BE,Bern
3283,Niederried b. Kallnach,Bern
3283,Kallnach,Bern
3284,Fräschels,Freiburg
3285,Galmiz,Freiburg
3286,Muntelier,Freiburg
3292,Busswil b. Büren,Bern
3293,Dotzigen,Bern
3294,Meienried,Bern
3294,Büren an der Aare,Bern
3295,Rüti b. Büren,Bern
3296,Arch,Bern
3297,Leuzigen,Bern
3298,Oberwil b. Büren,Bern
3302,Moosseedorf,Bern
3303,Zuzwil BE,Bern
3303,Ballmoos,Bern
3303,Münchringen,Bern
3303,Jegenstorf,Bern
3305,Iffwil,Bern
3305,Scheunen,Bern
3306,Etzelkofen,Bern
3307,Brunnenthal,Solothurn
3308,Grafenried,Bern
3309,Kernenried,Bern
3309,Zauggenried,Bern
3312,Fraubrunnen,Bern
3313,Büren zum Hof,Bern
3314,Schalunen,Bern
3315,Kräiligen,Bern
3315,Bätterkinden,Bern
3317,Limpach,Bern
3317,Mülchi,Bern
3322,Mattstetten,Bern
3322,Urtenen-Schönbühl,Bern
3323,Bäriswil BE,Bern
3324,Mötschwil,Bern
3324,Hindelbank,Bern
3325,Hettiswil b. Hindelbank,Bern
3326,Krauchthal,Bern
3360,Herzogenbuchsee,Bern
3362,Niederönz,Bern
3363,Oberönz,Bern
3365,Seeberg,Bern
3365,Grasswil,Bern
3366,Bettenhausen,Bern
3366,Bollodingen,Bern
3367,Ochlenberg,Bern
3367,Thörigen,Bern
3368,Bleienbach,Bern
3372,Wanzwil,Bern
3373,Heimenhausen,Bern
3373,Röthenbach Herzogenbuchsee,Bern
3374,Wangenried,Bern
3375,Inkwil,Bern
3376,Graben,Bern
3376,Berken,Bern
3377,Walliswil b. Wangen,Bern
3380,Walliswil b. Niederbipp,Bern
3380,Wangen an der Aare,Bern
3400,Burgdorf,Bern
3412,Heimiswil,Bern
3413,Kaltacker,Bern
3414,Oberburg,Bern
3415,Schafhausen im Emmental,Bern
3415,Rüegsauschachen,Bern
3415,Hasle b. Burgdorf,Bern
3416,Affoltern im Emmental,Bern
3417,Rüegsau,Bern
3418,Rüegsbach,Bern
3419,Biembach im Emmental,Bern
3421,Rüti b. Lyssach,Bern
3421,Lyssach,Bern
3422,Rüdtligen,Bern
3422,Alchenflüh,Bern
3422,Kirchberg BE,Bern
3423,Ersigen,Bern
3424,Niederösch,Bern
3424,Oberösch,Bern
3425,Willadingen,Bern
3425,Koppigen,Bern
3426,Aefligen,Bern
3427,Utzenstorf,Bern
3428,Wiler b. Utzenstorf,Bern
3429,Hellsau,Bern
3429,Höchstetten,Bern
3432,Lützelflüh-Goldbach,Bern
3433,Schwanden im Emmental,Bern
3434,Obergoldbach,Bern
3435,Ramsei,Bern
3436,Zollbrück,Bern
3437,Rüderswil,Bern
3438,Lauperswil,Bern
3439,Ranflüh,Bern
3452,Grünenmatt,Bern
3453,Heimisbach,Bern
3454,Sumiswald,Bern
3455,Grünen,Bern
3456,Trachselwald,Bern
3457,Wasen im Emmental,Bern
3462,Weier im Emmental,Bern
3463,Häusernmoos im Emmental,Bern
3464,Schmidigen-Mühleweg,Bern
3465,Dürrenroth,Bern
3472,Rumendingen,Bern
3472,Wynigen,Bern
3473,Alchenstorf,Bern
3474,Rüedisbach,Bern
3475,Riedtwil,Bern
3475,Hermiswil,Bern
3476,Oschwand,Bern
3503,Gysenstein,Bern
3504,Niederhünigen,Bern
3504,Oberhünigen,Bern
3506,Grosshöchstetten,Bern
3507,Biglen,Bern
3508,Arni BE,Bern
3510,Freimettigen,Bern
3510,Häutligen,Bern
3510,Konolfingen,Bern
3512,Walkringen,Bern
3513,Bigenthal,Bern
3531,Oberthal,Bern
3532,Mirchel,Bern
3532,Zäziwil,Bern
3533,Bowil,Bern
3534,Signau,Bern
3535,Schüpbach,Bern
3536,Aeschau,Bern
3537,Eggiwil,Bern
3538,Röthenbach im Emmental,Bern
3543,Emmenmatt,Bern
3550,Langnau im Emmental,Bern
3551,Oberfrittenbach,Bern
3552,Bärau,Bern
3553,Gohl,Bern
3555,Trubschachen,Bern
3556,Trub,Bern
3557,Fankhaus (Trub),Bern
3600,Thun,Bern
3603,Thun,Bern
3604,Thun,Bern
3608,Thun,Bern
3612,Steffisburg,Bern
3613,Steffisburg,Bern
3614,Unterlangenegg,Bern
3615,Heimenschwand,Bern
3616,Schwarzenegg,Bern
3617,Fahrni b. Thun,Bern
3618,Süderen,Bern
3619,Eriz,Bern
3619,Innereriz,Bern
3622,Homberg b. Thun,Bern
3623,Teuffenthal b. Thun,Bern
3623,Horrenbach,Bern
3623,Buchen BE,Bern
3624,Schwendibach,Bern
3624,Goldiwil (Thun),Bern
3625,Heiligenschwendi,Bern
3626,Hünibach,Bern
3627,Heimberg,Bern
3628,Kienersrüti,Bern
3628,Uttigen,Bern
3629,Oppligen,Bern
3629,Jaberg,Bern
3629,Kiesen,Bern
3631,Höfen b. Thun,Bern
3632,Niederstocken,Bern
3632,Oberstocken,Bern
3633,Amsoldingen,Bern
3634,Thierachern,Bern
3635,Uebeschi,Bern
3636,Längenbühl,Bern
3636,Forst b. Längenbühl,Bern
3638,Pohlern,Bern
3638,Blumenstein,Bern
3645,Gwatt (Thun),Bern
3645,Zwieselberg,Bern
3646,Einigen,Bern
3647,Reutigen,Bern
3652,Hilterfingen,Bern
3653,Oberhofen am Thunersee,Bern
3654,Gunten,Bern
3655,Sigriswil,Bern
3656,Tschingel ob Gunten,Bern
3656,Aeschlen ob Gunten,Bern
3656,Ringoldswil,Bern
3657,Schwanden (Sigriswil),Bern
3658,Merligen,Bern
3661,Uetendorf,Bern
3662,Seftigen,Bern
3663,Gurzelen,Bern
3664,Burgistein,Bern
3665,Wattenwil,Bern
3671,Herbligen,Bern
3671,Brenzikofen,Bern
3672,Aeschlen b. Oberdiessbach,Bern
3672,Oberdiessbach,Bern
3673,Linden,Bern
3674,Bleiken b. Oberdiessbach,Bern
3700,Spiez,Bern
3702,Hondrich,Bern
3703,Aeschiried,Bern
3703,Aeschi b. Spiez,Bern
3704,Krattigen,Bern
3705,Faulensee,Bern
3706,Leissigen,Bern
3707,Därligen,Bern
3711,Emdthal,Bern
3711,Mülenen,Bern
3713,Reichenbach im Kandertal,Bern
3714,Wengi b. Frutigen,Bern
3714,Frutigen,Bern
3715,Adelboden,Bern
3716,Kandergrund,Bern
3717,Blausee-Mitholz,Bern
3718,Kandersteg,Bern
3722,Scharnachtal,Bern
3723,Kiental,Bern
3724,Ried (Frutigen),Bern
3725,Achseten,Bern
3752,Wimmis,Bern
3753,Oey,Bern
3754,Diemtigen,Bern
3755,Horboden,Bern
3756,Zwischenflüh,Bern
3757,Schwenden im Diemtigtal,Bern
3758,Latterbach,Bern
3762,Erlenbach im Simmental,Bern
3763,Därstetten,Bern
3764,Weissenburg,Bern
3765,Oberwil im Simmental,Bern
3766,Boltigen,Bern
3770,Zweisimmen,Bern
3771,Blankenburg,Bern
3772,St. Stephan,Bern
3773,Matten (St. Stephan),Bern
3775,Lenk im Simmental,Bern
3776,Oeschseite,Bern
3777,Saanenmöser,Bern
3778,Schönried,Bern
3780,Gstaad,Bern
3781,Turbach,Bern
3782,Lauenen b. Gstaad,Bern
3783,Grund b. Gstaad,Bern
3784,Feutersoey,Bern
3785,Gsteig b. Gstaad,Bern
3792,Saanen,Bern
3800,Sundlauenen,Bern
3800,Interlaken,Bern
3800,Unterseen,Bern
3800,Matten b. Interlaken,Bern
3801,Jungfraujoch,Wallis
3803,Beatenberg,Bern
3804,Habkern,Bern
3805,Goldswil b. Interlaken,Bern
3806,Bönigen b. Interlaken,Bern
3807,Iseltwald,Bern
3812,Wilderswil,Bern
3813,Saxeten,Bern
3814,Gsteigwiler,Bern
3815,Zweilütschinen,Bern
3815,Gündlischwand,Bern
3816,Lütschental,Bern
3816,Burglauenen,Bern
3818,Grindelwald,Bern
3822,Isenfluh,Bern
3822,Lauterbrunnen,Bern
3823,Kleine Scheidegg,Bern
3823,Eigergletscher,Bern
3823,Wengen,Bern
3824,Stechelberg,Bern
3825,Mürren,Bern
3826,Gimmelwald,Bern
3852,Ringgenberg BE,Bern
3853,Niederried b. Interlaken,Bern
3854,Oberried am Brienzersee,Bern
3855,Schwanden b. Brienz,Bern
3855,Brienz BE,Bern
3855,Axalp,Bern
3856,Brienzwiler,Bern
3857,Unterbach BE,Bern
3858,Hofstetten b. Brienz,Bern
3860,Rosenlaui,Bern
3860,Schattenhalb,Bern
3860,Meiringen,Bern
3860,Brünig,Bern
3862,Innertkirchen,Bern
3863,Gadmen,Bern
3864,Guttannen,Bern
3900,Gamsen,Wallis
3900,Brigerbad,Wallis
3900,Brig,Wallis
3901,Rothwald,Wallis
3902,Glis,Wallis
3903,Birgisch,Wallis
3903,Mund,Wallis
3904,Naters,Wallis
3905,Saas-Almagell,Wallis
3906,Saas-Fee,Wallis
3907,Simplon Hospiz,Wallis
3907,Gabi (Simplon),Wallis
3907,Gondo,Wallis
3907,Simplon Dorf,Wallis
3908,Saas-Balen,Wallis
3910,Saas-Grund,Wallis
3911,Ried-Brig,Wallis
3912,Termen,Wallis
3913,Rosswald,Wallis
3914,Belalp,Wallis
3914,Blatten b. Naters,Wallis
3916,Ferden,Wallis
3917,Goppenstein,Wallis
3917,Kippel,Wallis
3918,Wiler (Lötschen),Wallis
3919,Blatten (Lötschen),Wallis
3920,Zermatt,Wallis
3922,Eisten,Wallis
3922,Kalpetran,Wallis
3922,Stalden VS,Wallis
3923,Törbel,Wallis
3924,Gasenried,Wallis
3924,St. Niklaus VS,Wallis
3925,Grächen,Wallis
3926,Embd,Wallis
3927,Herbriggen,Wallis
3928,Randa,Wallis
3929,Täsch,Wallis
3930,Eyholz,Wallis
3930,Visp,Wallis
3931,Lalden,Wallis
3932,Visperterminen,Wallis
3933,Staldenried,Wallis
3934,Zeneggen,Wallis
3935,Bürchen,Wallis
3937,Baltschieder,Wallis
3938,Ausserberg,Wallis
3939,Eggerberg,Wallis
3940,Steg VS,Wallis
3942,Niedergesteln,Wallis
3942,St. German,Wallis
3942,Raron,Wallis
3943,Eischoll,Wallis
3944,Unterbäch VS,Wallis
3945,Gampel,Wallis
3945,Niedergampel,Wallis
3946,Gruben,Wallis
3946,Turtmann,Wallis
3947,Ergisch,Wallis
3948,Unterems,Wallis
3948,Oberems,Wallis
3949,Hohtenn,Wallis
3951,Agarn,Wallis
3952,Susten,Wallis
3953,Inden,Wallis
3953,Varen,Wallis
3953,Leuk Stadt,Wallis
3954,Leukerbad,Wallis
3955,Albinen,Wallis
3956,Guttet-Feschel,Wallis
3957,Bratsch,Wallis
3957,Erschmatt,Wallis
3960,Corin-de-la-Crête,Wallis
3960,Loc,Wallis
3960,Muraz (Sierre),Wallis
3960,Niouc,Wallis
3960,Sierre,Wallis
3961,Chandolin,Wallis
3961,Ayer,Wallis
3961,St-Jean VS,Wallis
3961,Vissoie,Wallis
3961,St-Luc,Wallis
3961,Zinal,Wallis
3961,Grimentz,Wallis
3963,Montana,Wallis
3963,Crans-Montana,Wallis
3963,Aminona,Wallis
3965,Chippis,Wallis
3966,Réchy,Wallis
3966,Chalais,Wallis
3967,Vercorin,Wallis
3968,Veyras,Wallis
3970,Salgesch,Wallis
3971,Chermignon-d'en-Bas,Wallis
3971,Ollon VS,Wallis
3971,Chermignon,Wallis
3972,Miège,Wallis
3973,Venthône,Wallis
3974,Mollens VS,Wallis
3975,Randogne,Wallis
3976,Champzabé,Wallis
3976,Noës,Wallis
3977,Granges VS,Wallis
3978,Flanthey,Wallis
3979,Grône,Wallis
3982,Bitsch,Wallis
3983,Bister,Wallis
3983,Filet,Wallis
3983,Goppisberg,Wallis
3983,Greich,Wallis
3983,Mörel,Wallis
3984,Fieschertal,Wallis
3984,Fiesch,Wallis
3985,Geschinen,Wallis
3985,Münster VS,Wallis
3986,Ried-Mörel,Wallis
3987,Riederalp,Wallis
3988,Obergesteln,Wallis
3988,Ulrichen,Wallis
3989,Niederwald,Wallis
3989,Blitzingen,Wallis
3989,Biel VS,Wallis
3989,Ritzingen,Wallis
3989,Selkingen,Wallis
3991,Betten,Wallis
3992,Bettmeralp,Wallis
3993,Grengiols,Wallis
3994,Lax,Wallis
3994,Martisberg,Wallis
3995,Ausserbinn,Wallis
3995,Mühlebach (Goms),Wallis
3995,Steinhaus,Wallis
3995,Ernen,Wallis
3996,Binn,Wallis
3997,Bellwald,Wallis
